RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
4675,8715,117961,118052,119986,118321,240983,290919,118322,1
36961,15540,118573,118574,117945,280788,127423,292795,119082,1
32270,120340,120342,120343,119076,118834,124426,118424,118836,1
32145,7539,117961,118343,119987,117905,117906,290919,117908,1
78909,1483,117961,117962,118840,118841,118842,118643,118843,0
42085,84891,120342,120343,118631,118321,125684,290919,118322,1
34498,2694,118887,118888,118458,120344,217919,118424,120346,1
38641,52105,118595,118596,81476,118422,170384,118424,118425,1
78240,2594,117961,118300,123472,117905,117906,290919,117908,1
15716,55670,117902,118041,117945,280788,280788,292795,119082,1
36480,15459,118169,118170,135245,259173,143905,292795,118943,1
32411,4583,117961,118413,120370,117905,117906,290919,117908,1
22682,4023,117961,118446,119064,117905,117906,290919,117908,1
78167,14829,117961,118052,119986,118321,117906,290919,118322,1
969,2683,122880,122974,119796,122129,296249,121916,122131,1
80057,23136,117961,118386,121961,118321,117906,290919,118322,1
80653,8121,91261,118026,118746,117905,117906,290919,117908,1
14570,50318,117959,117960,117912,118568,132168,19721,118570,1
41347,718,117961,118300,119181,118641,153273,118643,118644,1
41279,14862,117961,118225,118403,118980,301534,118295,118982,0
75834,4831,117961,118052,118706,119928,161806,118331,119929,1
28315,17420,118212,118213,119136,118043,118043,270488,118046,1
13878,27611,117916,117917,117920,118568,122142,19721,118570,1
5112,61016,119596,119597,119703,118912,174408,118424,118914,1
37260,4299,117876,117877,117878,118568,179860,19721,118570,1
278393,51243,117961,118300,123055,120344,134311,118424,120346,1
6977,771,117961,118300,120722,118784,152747,290919,118786,1
75078,81903,118315,118316,118317,307024,310608,118331,118332,1
41642,54618,117961,118052,118821,118321,117906,290919,118322,1
42085,108112,117961,117969,118970,120647,121659,118398,120649,1
15698,2129,119134,119135,118450,119192,150595,119184,119194,1
25788,7807,117961,118327,118518,120097,146705,270488,120099,1
74038,5093,117961,118446,124170,118396,233714,118398,118399,1
972,59765,117961,118386,121961,124152,304629,118424,124154,1
20312,2109,118219,118220,120694,124886,215880,118643,124888,1
28342,7434,117961,118343,118514,118321,117906,290919,118322,1
25753,20536,122880,122974,129120,118811,245410,19793,118813,1
74302,2072,118138,118139,131868,119192,308590,119184,119194,1
35540,23510,117929,117930,117884,117885,117913,117887,117888,1
16176,6199,117961,118225,120663,117905,117906,290919,117908,1
26391,26312,138798,138799,120539,118321,117906,290919,118322,1
83226,23347,117961,118052,119408,118685,279443,308574,118687,1
90955,70142,117902,117903,118635,159787,118959,119695,159789,1
58678,3236,117961,118327,129972,117905,117906,290919,117908,1
23181,22764,117876,117877,117878,117885,118157,117887,117888,1
37009,44062,117961,117962,118910,118321,117906,290919,118322,1
42093,85343,117961,118327,118933,118784,121873,290919,118786,0
34628,92550,126974,126975,118492,118747,125738,118453,118749,0
1969,2000,117932,117933,117878,117879,117879,19721,117880,1
45300,4928,117961,118300,123007,118826,257115,118424,118828,1
30848,16803,119596,119597,120823,118890,123957,118398,118892,1
68726,25607,117961,118343,118856,118685,126297,308574,118687,1
34148,25813,117961,118300,118066,120988,213772,118643,120989,1
28294,15389,117961,118225,122870,119928,129017,118331,119929,1
16798,2270,117961,118413,277693,118777,279443,308574,118779,1
80648,30533,91261,118026,119507,123648,123107,120518,123650,1
75834,5030,117961,118343,120126,119433,133686,118424,119435,1
38392,50488,118079,118080,117878,117879,118177,19721,117880,0
16089,17790,117961,118225,119924,117905,117906,290919,117908,1
39397,7243,117961,118343,118609,120357,125779,118424,120359,1
31223,1325,117961,117962,118910,117905,240983,290919,117908,1
23096,1903,117961,118343,118514,118321,117906,290919,118322,1
36731,19881,118006,118007,117941,117879,117897,19721,117880,1
80723,7675,117961,118225,120535,120647,311441,118398,120649,1
4675,21280,117961,118386,118317,118685,122058,308574,118687,1
15022,7651,117961,118386,118746,118321,117906,290919,118322,1
80993,7935,117961,118052,120539,118321,118448,290919,118322,1
74478,4528,117961,118225,120054,119928,132654,118331,119929,1
4675,3017,117902,117903,118783,117905,118036,290919,117908,1
80687,97016,119062,119091,118957,118259,118260,290919,118261,1
80142,1325,117961,117969,118910,118054,118054,117887,118055,1
75834,4370,117961,118343,118514,118321,117906,290919,118322,1
23150,71189,117961,118386,121883,118318,168365,118205,118319,1
80699,79111,117961,118343,120291,118293,118302,118295,118296,1
16933,3526,117961,118225,120323,119093,121698,119095,119096,1
17814,17815,117961,118300,119019,125751,239170,118870,125753,1
7678,44024,117961,117962,122215,119849,128470,118638,119851,1
42085,3085,117961,118300,125821,118834,251171,118424,118836,1
37793,20432,117890,117891,117878,117899,123862,19721,117900,1
4685,43,119920,119921,119922,117905,129950,290919,117908,1
100474,5244,117961,118343,119598,118321,117906,290919,118322,1
80457,7398,117961,118225,119924,118321,117906,290919,118322,1
79092,4189,117961,118343,119987,118958,123044,118960,118961,1
4675,3023,117961,118343,122012,122551,128532,118762,122552,1
14354,19932,118084,118085,117941,117879,117886,19721,117880,1
41570,21023,117961,118052,118992,307024,311622,118331,118332,1
20351,1088,117961,118327,119830,117905,117906,290919,117908,1
99068,27619,117961,118413,118414,117905,240983,290919,117908,1
33642,78332,117983,117984,117878,117879,117897,19721,117880,1
27983,3707,117961,118446,118684,124305,124306,118762,124307,1
4603,6751,117961,117969,6725,118777,241030,308574,118779,1
20897,13545,117961,118386,123519,118530,278014,118131,118532,1
80779,2818,119062,119091,6104,117905,117906,290919,117908,1
34579,3788,117961,118343,120722,118321,117906,290919,118322,1
34924,5432,117961,118327,118391,118321,117906,290919,118322,1
37622,55132,118169,118170,118042,118563,158413,270488,118565,1
17249,13845,117961,117962,118791,118792,211906,118424,118794,1
3853,32279,119691,119692,118635,122967,306795,119695,122969,1
75078,7369,117961,118386,118896,117905,117906,290919,117908,1
26431,7339,117961,118300,118360,124194,130884,118363,124196,1
17308,5244,117961,118343,119598,118980,133686,118295,118982,1
302049,15510,118169,118170,118171,130479,185784,119784,130481,0
33248,5043,117961,118300,118458,120344,310997,118424,120346,1
278393,8784,117961,118300,119890,118054,118054,117887,118055,1
6449,4004,117961,118343,118856,118321,117906,290919,118322,1
43903,4565,117961,118386,121961,117905,240983,290919,117908,1
75834,3225,117961,118327,118929,118685,120316,308574,118687,1
28083,1038,119596,119597,118889,118890,200678,118398,118892,1
78114,65834,117983,117984,117878,118568,292195,19721,118570,1
919,770,117961,118300,120722,118747,130134,118453,118749,1
36562,15481,118212,118213,118921,118890,305057,118398,118892,1
28441,4641,117961,118343,121747,117905,117906,290919,117908,1
75519,770,117961,118300,119181,118451,130134,118453,118454,1
73127,23224,117961,118225,120535,118396,269406,118398,118399,1
45237,20480,118742,118743,118221,117899,121756,19721,117900,1
116109,16928,117961,118446,120317,117905,117906,290919,117908,1
42226,1614,117961,118327,118507,118777,279443,308574,118779,1
32642,20219,119280,119281,117945,280788,280788,292795,119082,1
75272,4853,118887,118888,120126,118172,301534,249618,118175,1
4675,767,117961,118343,120722,120516,123107,120518,120519,1
14725,25630,117961,118343,120291,120497,234773,118424,120499,1
7678,126887,122532,122533,117945,280788,280788,292795,119082,1
1020,85343,117961,118327,118933,117905,117906,290919,117908,1
42085,4599,117961,118225,124449,307024,311622,118331,118332,0
1020,2229,117961,118300,118450,119192,135136,119184,119194,1
14666,14455,118006,118007,117941,117899,117897,19721,117900,1
80551,49802,117961,118343,118514,307024,294485,118331,118332,1
35469,5385,117961,118343,122012,119962,168365,118205,119964,1
31234,18686,117961,118386,128823,118321,117906,290919,118322,1
34923,13844,117961,118327,119995,120690,120691,290919,120692,1
79021,70243,183723,119256,118492,118451,125738,118453,118454,1
76801,6453,125714,125715,118910,118321,117906,290919,118322,1
28804,6831,117961,117969,6725,122290,254248,6725,122292,1
33329,2942,117961,118343,118700,117905,117906,290919,117908,1
278393,4715,117961,118300,125872,118422,249904,118424,118425,1
75078,17618,117961,118052,126137,133718,121386,124136,133719,1
16826,59312,132839,145248,118378,118054,118443,117887,118055,1
34525,16959,117961,118300,121977,117905,117906,290919,117908,1
44724,50056,117893,117894,117878,130479,131625,119784,130481,1
40919,75115,119170,119171,118464,118465,119173,118467,118468,1
19722,4511,117961,118300,119195,117905,117906,290919,117908,1
6690,4528,117961,118225,120054,119928,310608,118331,119929,1
42093,6957,117961,118300,125821,119849,310589,118638,119851,1
25278,5083,117961,118300,121108,120344,267189,118424,120346,1
34982,52735,117961,118052,120356,120357,310997,118424,120359,1
80192,1558,117961,118300,120312,119849,282370,118638,119851,1
24887,24017,117961,117962,132480,122129,144329,121916,122131,1
915,3120,117961,118300,120312,118792,120314,118424,118794,1
27082,141,117961,118225,122273,117905,117906,290919,117908,1
972,15542,117961,118300,118395,118396,300044,118398,118399,1
18418,4914,117961,118300,120026,119433,133686,118424,119435,1
7543,4055,117961,118343,120722,118361,118362,118363,118364,1
41418,61016,119596,119597,118597,120789,194103,118424,120791,1
27729,46407,118212,118213,275600,119093,139668,119095,119096,1
42093,52108,117961,118343,119993,117905,117906,290919,117908,1
45337,15422,117961,118386,118867,120097,154656,270488,120099,1
78711,25194,117961,118343,123125,117905,117906,290919,117908,1
82370,4589,117961,118327,120383,117905,240983,290919,117908,0
917,1558,117961,118300,120312,119849,282370,118638,119851,1
6977,4642,117961,118225,120551,118685,279443,308574,118687,1
81476,5223,118595,118596,81476,118054,120238,117887,118055,1
28294,7893,117961,118343,118979,120497,133686,118424,120499,1
23207,96013,118106,118107,117920,118568,121313,19721,118570,1
2235,2229,117961,118413,118450,179731,215946,117887,117973,1
39262,28163,118315,118316,120361,118321,154441,290919,118322,1
43603,7459,5110,117954,122672,125751,135104,118870,125753,1
7543,18040,117961,118300,118783,118321,117906,290919,118322,1
36463,3802,118573,118574,118623,118995,286106,292795,118997,1
15369,46608,118315,118463,122636,133111,133112,118870,133113,1
23921,25612,120268,120269,120270,118370,162209,118372,118373,1
80163,70142,117902,117903,118635,159787,118959,119695,159789,1
72445,123310,117961,118386,121883,118321,117906,290919,118322,1
278393,4343,117961,118343,118660,307024,132719,118331,118332,1
28493,14695,118602,118603,117941,117899,117899,19721,117900,0
115959,7530,117961,118343,118514,132671,132672,290919,132673,1
27405,16973,117961,118300,124942,118747,126309,118453,118749,1
35788,27104,117961,118327,118507,118863,127778,118398,118865,1
41913,718,117961,118300,119181,118641,153273,118643,118644,1
19945,15791,117961,118225,120663,118777,279443,308574,118779,1
80380,17326,117961,118386,118746,133306,135146,118205,133308,1
75639,49110,118315,118463,118522,125687,145795,6725,125689,1
40961,4209,117961,117969,118910,126820,269034,118638,126822,1
15720,3270,117961,118225,119781,120097,123784,270488,120099,1
33146,21869,117961,118327,118507,118396,158043,118398,118399,1
45624,5196,117961,118052,118053,118636,197472,118638,118639,1
76446,7505,117961,118300,119195,117905,117906,290919,117908,1
21386,7021,117961,118300,118783,118784,287626,290919,118786,1
79092,55,119920,119921,124211,118321,117906,290919,118322,1
44722,4576,117961,118327,118391,117905,117906,290919,117908,1
36575,51780,118555,118178,119107,118995,119108,292795,118997,1
28149,3967,117961,118052,118706,118321,117906,290919,118322,1
74909,18686,117961,118386,128823,118321,117906,290919,118322,1
80765,14928,117961,118446,120317,118321,117906,290919,118322,1
1003,1550,117961,118225,123173,119093,123174,119095,119096,1
43045,6859,117978,117979,117884,117879,117886,19721,117880,0
25993,21033,117961,118300,123749,118777,279443,308574,118779,1
85565,17759,117961,118413,122007,118685,120316,308574,118687,1
35068,4299,117876,117877,117878,118568,179860,19721,118570,1
32642,15376,118256,118257,117945,118129,132803,118131,118132,1
45828,2113,117951,117952,117878,119192,128322,119184,119194,1
80784,4272,117961,118343,120666,120773,270820,118960,120774,1
25279,4031,117961,118300,120026,118422,239205,118424,118425,1
117196,4272,117961,118343,120666,123045,123107,120518,123047,1
189629,2373,117961,117962,118501,118536,204307,308574,118539,1
25993,4218,117961,118300,118301,124152,300136,118424,124154,1
80411,17727,118169,118170,118171,118172,129003,249618,118175,1
74686,8686,117961,118327,119830,118054,118054,117887,118055,1
75469,70142,117902,117903,118635,159787,118959,119695,159789,1
45538,2014,117961,117962,117904,118958,127525,118960,118961,1
45990,7679,118573,118574,135245,259173,126238,292795,118943,1
32270,22492,117961,118052,120304,122297,301475,118331,118899,1
28149,5330,117961,118052,118867,118685,279443,308574,118687,1
25989,17243,117961,118300,120026,120344,311360,118424,120346,1
44500,7021,117961,118300,118783,118784,287626,290919,118786,1
84784,4659,117961,118225,120663,118321,117906,290919,118322,1
16039,14855,117961,118300,123719,118451,153802,118453,118454,1
35916,7648,117961,118300,119181,118321,117906,290919,118322,1
32270,5652,117961,118300,28618,118321,240983,290919,118322,1
35625,4639,117961,118343,118856,118278,125889,290919,118279,1
75078,5269,119596,119597,120356,122067,205243,118424,122069,1
4675,25262,117961,118327,118320,118523,310608,118331,118525,1
39333,18213,117961,118386,118746,118747,160002,118453,118749,1
73546,30534,117961,118343,119142,118784,130086,290919,118786,1
75834,17790,117961,118225,119924,117905,240983,290919,117908,1
23921,4931,118290,118291,119488,118293,119489,118295,118296,1
20299,12264,117929,117940,117941,117879,281735,19721,117880,1
81026,2594,117961,118300,120410,128230,302830,4673,128231,1
44722,7344,117961,118225,120663,120516,148730,120518,120519,1
3853,16314,117961,118446,120317,118321,117906,290919,118322,1
6977,5987,117961,118446,16232,118321,117906,290919,118322,1
32573,4542,117961,118225,120551,128230,302830,4673,128231,1
56547,782,117961,118413,127522,117905,117906,290919,117908,1
75078,70664,118315,118463,119214,118465,175082,118467,118468,1
73756,14862,117961,118225,118403,118980,301534,118295,118982,1
1022,16557,117961,118327,120318,118784,240983,290919,118786,1
25890,7076,117961,118225,120323,119093,136840,119095,119096,1
14354,22873,117951,117952,118221,118568,267952,19721,118570,1
44356,4105,117961,118225,118616,118054,118054,117887,118055,1
75078,71387,117961,118386,118522,118321,123513,290919,118322,1
37089,1334,117961,117962,118910,119949,230830,290919,119951,1
45142,59765,117961,118386,121961,124152,304629,118424,124154,1
39331,83351,117961,118386,119954,118368,118368,117887,118486,1
6977,6454,117961,118343,118856,118321,117906,290919,118322,1
41289,71401,91261,118026,118202,118784,124402,290919,118786,1
